source,text,created_at,retweet_count,favorite_count,clean_text,year,month,day,year_month,day_of_week,hour_of_day,handle,word_count,trade_date,prev_change,change_pc,target,char_count,lemmas_token,lemmas_text,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,compound_score,neg_score,neu_score,pos_score
Twitter for iPhone,".@NYGovCuomo should get his puppet New York prosecutors, who have been illegally after me and my family for years, to investigate his incompetent handling of the China Virus, and all of the deaths caused by this incompetence. It is at minimum a Nursing Home Scandal - 11,000 DEAD!",2020-09-03 09:46:36-04:00,33735.0,116321.0,should get his puppet new york prosecutors who have been illegally after me and my family for years to investigate his incompetent handling of the china virus and all of the deaths caused by this incompetence it is at minimum a nursing home scandal 11 000 dead,2020,9,3,2020-09,3,9,@NYGovCuomo,47,2020-09-04,-0.03441430412923785,-0.008164706209008443,0,260,"['puppet', 'york', 'prosecutor', 'illegally', 'family', 'year', 'investigate', 'incompetent', 'handling', 'china', 'virus', 'death', 'cause', 'incompetence', 'minimum', 'nursing', 'home', 'scandal', 'dead']",puppet york prosecutor illegally family year investigate incompetent handling china virus death cause incompetence minimum nursing home scandal dead,0.477,0.489,0.008,0.008,0.008,0.008,trade,-0.9451,0.257,0.743,0.0
Twitter for iPhone,"Governors Andrew Cuomo of New York has the worst record on death and China Virus. 11,000 people alone died in Nursing Homes because of his incompetence!",2020-09-03 08:38:03-04:00,43532.0,178426.0,governors andrew cuomo of new york has the worst record on death and china virus 11 000 people alone died in nursing homes because of his incompetence,2020,9,3,2020-09,3,8,,27,2020-09-04,-0.03441430412923785,-0.008164706209008443,0,150,"['governor', 'andrew', 'cuomo', 'york', 'bad', 'record', 'death', 'china', 'virus', 'die', 'nursing', 'home', 'incompetence']",governor andrew cuomo york bad record death china virus die nursing home incompetence,0.18,0.772,0.012,0.012,0.012,0.012,trade,-0.9531,0.45,0.55,0.0
Twitter for iPhone,"My Administration will do everything in its power to prevent weak mayors and lawless cities from taking Federal dollars while they let anarchists harm people, burn buildings, and ruin lives and businesses. We’re putting them on notice today. @RussVought45",2020-09-02 20:27:21-04:00,47048.0,189868.0,my administration will do everything in its power to prevent weak mayors and lawless cities from taking federal dollars while they let anarchists harm people burn buildings and ruin lives and businesses we re putting them on notice today,2020,9,2,2020-09,2,20,@RussVought45,39,2020-09-03,0.01446399861944414,-0.03441430412923785,0,237,"['administration', 'power', 'prevent', 'weak', 'mayor', 'lawless', 'city', 'take', 'federal', 'dollar', 'let', 'anarchist', 'harm', 'burn', 'building', 'ruin', 'life', 'business', 'put', 'notice']",administration power prevent weak mayor lawless city take federal dollar let anarchist harm burn building ruin life business put notice,0.008,0.509,0.459,0.008,0.008,0.008,trade,-0.8779,0.22,0.7559999999999999,0.024
Twitter for iPhone,RT @realDonaldTrump: The only way you will stop the violence in the high crime Democrat run cities is through strength!,2020-08-30 21:17:49-04:00,46343.0,0.0,rt the only way you will stop the violence in the high crime democrat run cities is through strength,2020,8,30,2020-08,6,21,@realDonaldTrump,19,2020-08-31,0.006459392196974445,-0.0036225370731159945,0,100,"['way', 'stop', 'violence', 'high', 'crime', 'run', 'city', 'strength']",way stop violence high crime run city strength,0.019,0.906,0.019,0.019,0.019,0.019,trade,-0.784,0.345,0.546,0.109
Twitter for iPhone,Beautiful Maine Lobsters will now move tariff-free to Europe! For first time in many years. GREAT new deal by USTR levels playing field with Canada. Millions of $’s more in EXPORTS...,2020-08-25 11:39:51-04:00,25389.0,119412.0,beautiful maine lobsters will now move tariff free to europe for first time in many years great new deal by ustr levels playing field with canada millions of s more in exports,2020,8,25,2020-08,1,11,,32,2020-08-26,0.003499305827916244,0.0100256074919447,1,175,"['beautiful', 'maine', 'lobster', 'tariff', 'free', 'europe', 'year', 'deal', 'ustr', 'level', 'play', 'field', 'canada', 'million', 's', 'export']",beautiful maine lobster tariff free europe year deal ustr level play field canada million s export,0.01,0.948,0.01,0.01,0.01,0.01,trade,0.8962,0.0,0.721,0.27899999999999997
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: Joe Biden allowed illegal migration and crime to pour through our borders unchecked for decades…,2020-08-18 21:41:07-04:00,4887.0,0.0,rt president joe biden allowed illegal migration and crime to pour through our borders unchecked for decades,2020,8,18,2020-08,1,21,@TeamTrump,17,2020-08-19,0.002160371079158674,-0.0041637253057645865,0,108,"['joe', 'biden', 'allow', 'illegal', 'migration', 'crime', 'pour', 'border', 'unchecked', 'decade']",joe biden allow illegal migration crime pour border unchecked decade,0.015,0.7090000000000001,0.231,0.015,0.015,0.015,trade,-0.7964,0.295,0.705,0.0
Twitter for iPhone,"A horrible Governor. Crime is taking over NYC &amp; State, everyone is leaving. He is after the NRA - They should move to Texas or elsewhere, and must get tough. Cuomo killed 11,000 people in nursing homes alone. Crooked &amp; Incompetent! https://t.co/d4hZDAvdWo",2020-08-18 10:18:45-04:00,26444.0,79372.0,a horrible governor crime is taking over nyc state everyone is leaving he is after the nra they should move to texas or elsewhere and must get tough cuomo killed 11 000 people in nursing homes alone crooked incompetent,2020,8,18,2020-08,1,10,,39,2020-08-19,0.002160371079158674,-0.0041637253057645865,0,218,"['horrible', 'governor', 'crime', 'take', 'nyc', 'state', 'leave', 'nra', 'texas', 'tough', 'cuomo', 'kill', 'nursing', 'home', 'crook', 'incompetent']",horrible governor crime take nyc state leave nra texas tough cuomo kill nursing home crook incompetent,0.081,0.331,0.254,0.01,0.01,0.314,trade,-0.9545,0.33799999999999997,0.662,0.0
Twitter for iPhone,"RT @LindseyGrahamSC: ▶️ Negotiated peace agreement between UAE and Israel.

▶️ Stood up to China.

▶️ Stopped caravans from Central America…",2020-08-17 23:03:03-04:00,6339.0,0.0,rt negotiated peace agreement between uae and israel stood up to china stopped caravans from central america,2020,8,17,2020-08,0,23,@LindseyGrahamSC,17,2020-08-18,0.0031766061415106073,0.002160371079158674,1,108,"['negotiate', 'peace', 'agreement', 'uae', 'israel', 'stand', 'china', 'stop', 'caravan', 'central']",negotiate peace agreement uae israel stand china stop caravan central,0.015,0.565,0.015,0.374,0.015,0.015,trade,0.9001,0.055999999999999994,0.5329999999999999,0.41100000000000003
Twitter for iPhone,A proposal by Pentagon officials to slash Military Healthcare by $2.2 billion dollars has been firmly and totally rejected by me. We will do nothing to hurt our great Military professionals &amp; heroes as long as I am your President. Thank you!,2020-08-17 22:30:33-04:00,43795.0,178235.0,a proposal by pentagon officials to slash military healthcare by 2 2 billion dollars has been firmly and totally rejected by me we will do nothing to hurt our great military professionals heroes as long as i am your president thank you,2020,8,17,2020-08,0,22,,42,2020-08-18,0.0031766061415106073,0.002160371079158674,1,235,"['proposal', 'pentagon', 'official', 'slash', 'military', 'healthcare', 'billion', 'dollar', 'firmly', 'totally', 'reject', 'hurt', 'military', 'professional', 'hero', 'long']",proposal pentagon official slash military healthcare billion dollar firmly totally reject hurt military professional hero long,0.01,0.698,0.01,0.263,0.01,0.01,trade,0.8061,0.10400000000000001,0.659,0.237
Twitter for iPhone,"Just approved (and fast) the FULL Emergency Declaration for the Great State of Iowa. They got hit hard by record setting winds. Thank you to @SenJoniErnst, @ChuckGrassley, and Governor Kim Reynolds.",2020-08-17 14:33:27-04:00,12664.0,60061.0,just approved and fast the full emergency declaration for the great state of iowa they got hit hard by record setting winds thank you to and governor kim reynolds,2020,8,17,2020-08,0,14,@SenJoniErnst,29,2020-08-18,0.0031766061415106073,0.002160371079158674,1,162,"['approve', 'fast', 'emergency', 'declaration', 'state', 'iowa', 'get', 'hit', 'hard', 'record', 'setting', 'wind', 'governor', 'kim', 'reynold']",approve fast emergency declaration state iowa get hit hard record setting wind governor kim reynold,0.01,0.8059999999999999,0.01,0.01,0.011,0.152,trade,0.7506,0.102,0.66,0.239
Twitter for iPhone,"RT @GOPChairwoman: President @realDonaldTrump continues to enjoy a record enthusiasm advantage over Biden, and Republicans are now outpacin…",2020-08-16 21:28:45-04:00,8022.0,0.0,rt president continues to enjoy a record enthusiasm advantage over biden and republicans are now outpacin,2020,8,16,2020-08,6,21,@GOPChairwoman,16,2020-08-17,2.9715287789944256e-05,0.0031766061415106073,1,105,"['continue', 'enjoy', 'record', 'enthusiasm', 'advantage', 'biden', 'republican', 'outpacin']",continue enjoy record enthusiasm advantage biden republican outpacin,0.019,0.362,0.271,0.019,0.311,0.019,trade,0.7964,0.0,0.649,0.35100000000000003
Twitter for iPhone,"RT @LizRNC: ""Somebody said to me very early on when I got this assignment, 'You don't lose money betting against success in the Middle East…",2020-08-15 07:47:46-04:00,7502.0,0.0,rt somebody said to me very early on when i got this assignment you don t lose money betting against success in the middle east,2020,8,15,2020-08,5,7,@LizRNC,25,2020-08-16,2.9715287789944256e-05,0.0031766061415106073,1,127,"['somebody', 'say', 'early', 'get', 'assignment', 'don', 'lose', 'money', 'bet', 'success', 'middle', 'east']",somebody say early get assignment don lose money bet success middle east,0.013,0.935,0.013,0.013,0.013,0.013,trade,0.7147,0.0,0.794,0.20600000000000002
Twitter for iPhone,I am ready to send $105B to the states to help open schools safely with additional PPE. DEMOCRATS ARE HOLDING THIS UP!,2020-08-14 14:55:24-04:00,31997.0,131097.0,i am ready to send 105b to the states to help open schools safely with additional ppe democrats are holding this up,2020,8,14,2020-08,4,14,,22,2020-08-15,2.9715287789944256e-05,0.0031766061415106073,1,115,"['ready', 'send', '105b', 'state', 'help', 'open', 'school', 'safely', 'additional', 'ppe', 'hold']",ready send 105b state help open school safely additional ppe hold,0.014,0.777,0.014,0.16699999999999998,0.014,0.014,trade,0.8268,0.0,0.6859999999999999,0.314
Twitter for iPhone,...Congress should send me H.R.473 ASAP and make this happen! It will INSPIRE all women to continue being bold and brave in achieving their DREAMS!,2020-08-14 12:20:21-04:00,11561.0,58649.0,congress should send me h r 473 asap and make this happen it will inspire all women to continue being bold and brave in achieving their dreams,2020,8,14,2020-08,4,12,,27,2020-08-15,2.9715287789944256e-05,0.0031766061415106073,1,142,"['congress', 'send', 'h', 'r', 'asap', 'happen', 'inspire', 'woman', 'continue', 'bold', 'brave', 'achieve', 'dream']",congress send h r asap happen inspire woman continue bold brave achieve dream,0.014,0.634,0.014,0.31,0.014,0.014,trade,0.9377,0.0,0.5920000000000001,0.408
Twitter for iPhone,"RT @dcexaminer: Trump: ""Which is easier: dealing with the Democrats or dealing with the Middle East."" 

Mnuchin: ""...I'll be hopeful that w…",2020-08-14 09:54:43-04:00,12649.0,0.0,rt trump which is easier dealing with the democrats or dealing with the middle east mnuchin i ll be hopeful that w,2020,8,14,2020-08,4,9,@dcexaminer,22,2020-08-15,2.9715287789944256e-05,0.0031766061415106073,1,114,"['easy', 'deal', 'deal', 'middle', 'east', 'mnuchin', 'will', 'hopeful', 'w']",easy deal deal middle east mnuchin will hopeful w,0.019,0.907,0.019,0.019,0.019,0.019,trade,0.7269,0.0,0.7659999999999999,0.23399999999999999
Twitter for iPhone,RT @realDonaldTrump: The world will be laughing and taking full advantage of the United States if Joe Biden ever became President. Our Coun…,2020-08-14 07:56:26-04:00,32342.0,0.0,rt the world will be laughing and taking full advantage of the united states if joe biden ever became president our coun,2020,8,14,2020-08,4,7,@realDonaldTrump,22,2020-08-15,2.9715287789944256e-05,0.0031766061415106073,1,120,"['world', 'laugh', 'take', 'advantage', 'united', 'state', 'joe', 'biden', 'coun']",world laugh take advantage united state joe biden coun,0.017,0.637,0.29600000000000004,0.017,0.017,0.017,trade,0.7906,0.0,0.7140000000000001,0.28600000000000003
Twitter for iPhone,"RT @jepence: President Trump promised to bring manufacturing jobs back to places like Erie, Pennsylvania—and he kept that promise by passin…",2020-08-14 07:27:25-04:00,4907.0,0.0,rt president trump promised to bring manufacturing jobs back to places like erie pennsylvania and he kept that promise by passin,2020,8,14,2020-08,4,7,@jepence,21,2020-08-15,2.9715287789944256e-05,0.0031766061415106073,1,128,"['promise', 'bring', 'manufacture', 'job', 'place', 'erie', 'pennsylvania', 'keep', 'promise', 'passin']",promise bring manufacture job place erie pennsylvania keep promise passin,0.015,0.6809999999999999,0.015,0.015,0.015,0.259,trade,0.743,0.0,0.711,0.289
Twitter for iPhone,"RT @Mike_Pence: Where four previous Presidents made promises to the American people about our most cherished ally, it was President @realDo…",2020-08-06 00:19:29-04:00,8597.0,0.0,rt where four previous presidents made promises to the american people about our most cherished ally it was president,2020,8,6,2020-08,3,0,@Mike_Pence,19,2020-08-07,0.00668453855730955,0.000717913466733,1,117,"['previous', 'president', 'promise', 'cherished', 'ally']",previous president promise cherished ally,0.028,0.86,0.028,0.028,0.028,0.028,trade,0.7346,0.0,0.754,0.24600000000000002
Twitter for iPhone,RT @LouDobbs: Record Setting Enthusiasm: President @realDonaldTrump says he thinks he has more support than ever. #AmericaFirst #MAGA #Dobb…,2020-08-04 19:00:44-04:00,9025.0,0.0,rt record setting enthusiasm president says he thinks he has more support than ever americafirst maga dobb,2020,8,4,2020-08,1,19,@LouDobbs,17,2020-08-05,0.0038626143290139132,0.0062109525917162225,1,106,"['record', 'set', 'enthusiasm', 'say', 'think', 'support', 'americafirst', 'maga', 'dobb']",record set enthusiasm say think support americafirst maga dobb,0.246,0.366,0.017,0.017,0.017,0.338,trade,0.7089,0.0,0.743,0.257
